-6042.4917726696,124.455100706,2742.7518026933,-2.503144403396569,-5.072320059339289,-5.26095066095807
-6177.731307624,-179.9405151669,2420.6037396735,-2.0029894697823,-5.070048774568424,-5.472913735754769
-6282.6527333457,-483.4530068053,2086.5405709475,-1.492947165275635,-5.042893500126844,-5.657959483709923
-6356.7364138159,-784.5924616646,1742.2051171114,-0.9754782833224407,-4.990977830620166,-5.81518310052505
-6399.6115571101,-1081.8798672415,1389.2906231731,-0.4530816989734494,-4.914541462967428,-5.943809262516428
-6411.0581729832,-1373.8540629072,1029.5328692431,0.07171662651284516,-4.813939617801299,-6.043196099514116
-6391.0083577402,-1659.078641205,664.7020543607,0.5963749820669094,-4.689641944968455,-6.112838709461021
-6339.5468975936,-1936.1487659087,296.5944888174,1.118347365104665,-4.542230875631953,-6.152372066314369
-6256.9111746587,-2203.6978801134,-72.9758722118,1.635095177024269,-4.372399525673806,-6.161573364147567
-6143.4903731685,-2460.4042664353,-442.1860150141,2.144098931001626,-4.180948965595134,-6.140363702348451
-5999.8239774552,-2704.9974329336,-809.2125386678,2.642870066888151,-3.968785052023879,-6.088809174528006
-5826.5995631362,-2936.2642900734,-1172.2403675858,3.128962712006088,-3.736914685815647,-6.007121218919401
-5624.6498870061,-3153.0550904124,-1529.4714681606,3.599985315345009,-3.486441601659575,-5.895656344783861
-5394.9492794971,-3354.2890965128,-1879.1335249374,4.053612184861036,-3.218561595386413,-5.75491511122043
-5138.6093566195,-3538.9599538278,-2219.4885390225,4.48759471027307,-2.93455737227316,-5.58554048557018
-4856.8740605193,-3706.1407350791,-2548.8413031923,4.899772402962624,-2.635792851251795,-5.388315445727059
-4551.1140544348,-3854.9886359425,-2865.5477145052,5.288083475676538,-2.32370714791884,-5.164159934551039
-4222.8204893114,-3984.7492936407,-3168.0228845682,5.650575108927615,-1.999808098943197,-4.914127158778181
-3873.5981724438,-4094.7607077838,-3454.7490096748,5.985413186307202,-1.665665459778455,-4.639399269241427
-3505.1581622167,-4184.4567440719,-3724.2829589588,6.290891605588716,-1.322903796469855,-4.341282353680829
-3119.3098238447,-4253.3702021366,-3975.2635482802,6.565440992050561,-0.9731950810659761,-4.021200906367963
-2717.952377611,-4301.1354304627,-4206.4184646317,6.807636867100326,-0.6182510216259179,-3.680691724925249
-2303.0659736416,-4327.490476787,-4416.5708048139,7.016207239700347,-0.2598152121233715,-3.321397215341968
-1876.7023333794,-4332.2787593409,-4604.6452033091,7.190039512513859,0.1003449449518881,-2.945058293995822
-1440.9749921655,-4315.4502500618,-4769.6735118037,7.328186807261766,0.4604464500005831,-2.55350667636894
-998.0491836097,-4277.062158716,-4910.8000106484,7.42987360107205,0.8186990907287298,-2.148656850350411
-550.1314077361,-4217.2791143437,-5027.2861176307,7.494500654363504,1.17331387277386,-1.732497481039209
-99.4587212989,-4136.3728345253,-5118.514574739,7.521649289841409,1.522511598349019,-1.307082506229911
351.7122054062,-4034.721279002,-5183.9930854062,7.511084920256992,1.864531493596699,-0.874521779470523
801.1162200363,-3912.8072856968,-5223.3573786256,7.462759812850702,2.19763985447803,-0.4369713303119491
1246.4909646572,-3771.2166840148,-5236.3736800779,7.376815116090873,2.520138771263304,0.003376700088917492
1685.5882494155,-3610.6358870993,-5222.9405667459,7.253582074083365,2.830374808963319,0.4443045070868722
2116.1854713179,-3431.8489634451,-5183.0901851593,7.09358235380946,3.126747670570437,0.8835793911088833
2536.0970313009,-3235.7341897831,-5116.9888152751,6.897527571503243,3.407718809901428,1.318964816142659
2943.1856906792,-3023.2600894431,-5024.9367598379,6.666317813029138,3.671819957067068,1.748231789358574
3335.3738115205,-2795.4809640249,-4907.3675469043,6.401039207313795,3.917661491697281,2.169170428338144
3710.6544218829,-2553.5319281464,-4764.8464282475,6.102960490220186,4.143940626140793,2.579601795895155
4067.1020403183,-2298.6234580542,-4598.0681654961,5.7735284515612,4.349449381829128,2.977389842277942
4402.8831970887,-2032.0354744779,-4407.8540961877,5.414362318356915,4.533082191012745,3.360453445378243
4716.2665819354,-1755.1109757872,-4195.1484742159,5.027246951913803,4.693843197353379,3.726778506275773
5005.6327480048,-1469.249249935,-3961.0140907123,4.614124857415824,4.830853039260126,4.074429898424735
5269.4833029676,-1175.8986942041,-3706.6271782266,4.177087040593029,4.943355111458901,4.401563320223764
5506.4495124212,-876.5492763577,-3433.2716134527,3.718362616357612,5.030721222163002,4.706436838633291
5715.3002481265,-572.7246782574,-3142.3324380222,3.240307307776678,5.092456524480976,4.987422047856085
5894.949208621,-265.9741669145,-2835.2887251846,2.745390757954986,5.128203655344674,5.243014704253566
6044.4613490183,42.1357582837,-2513.7058265901,2.236182824623107,5.137746025682735,5.471844725731472
6163.0110599132,350.0297610263,-2179.2071084732,1.714614908775091,5.121008344304656,5.672990045972613
6250.0326578466,656.1326518343,-1833.5264484209,1.184847998223654,5.078063559998237,5.844769870500579
6305.0700398096,958.8775976932,-1478.4342099832,0.6489414607925117,5.009124708576278,5.986570011698923
6327.83916167,1256.7149921977,-1115.7525734267,0.1097111477834796,4.91455029290485,6.097638544739916
6318.2256093431,1548.121014177,-747.3437474746,-0.4300073887642615,4.79484091282107,6.177393854767089
6276.2852533682,1831.606070796,-375.0996301031,-0.9673764812060777,4.650636312294369,6.225428425505759
6202.2438484384,2105.7230294178,-0.9312823785,-1.499573943379222,4.482711322728363,6.241511287315648
6096.4955776025,2369.0751756821,373.2417021303,-2.023810574079194,4.291970786115241,6.225589072464755
5959.6005565936,2620.3238376754,745.5018532598,-2.53734730919837,4.079443506327264,6.17778575059357
5792.2813230564,2858.1956177431,1113.9444217969,-3.037511868156802,3.846275263611382,6.098400979064887
5595.4183477802,3081.4891822882,1476.6878369164,-3.521714695805241,3.593721048989486,5.98790711020121
5370.0446123869,3289.0815640795,1831.883947146,-3.987464084659312,3.323136589751756,5.84694495826913
5117.3393106552,3479.9339339502,2177.7279715737,-4.432380278713222,3.035969214083913,5.676318385047101
4838.6207327908,3653.0968125205,2512.4680920698,-4.854208528405489,2.733748282975469,5.476987781691451
4535.3384070534,3807.7146953959,2834.4146244149,-5.250830864005579,2.418075240025449,5.250062570640403
4209.0645686782,3943.030072044,3141.9487153866,-5.620276670104348,2.090613390044672,4.996792886615263
3861.4850336366,4058.3868273669,3433.5305151183,-5.960731949383383,1.75307755090353,4.71856047430196
3494.3895588715,4153.233021538,3707.7067852161,-6.27054721901555,1.407223684912626,4.416868995186812
3109.6617657645,4227.1230485631,3963.1179136497,-6.548244133323448,1.054838587273684,4.093333910294761
2709.2687064914,4279.7191818529,4198.5043051966,-6.792520793761549,0.6977297552674991,3.749671908483957
2295.2501481644,4310.7925156597,4412.712136664,-7.002255834630756,0.3377154419476714,3.387690208218846
1869.7076492248,4320.223321164,4604.6984608256,-7.176511298871401,-0.02338494534476592,3.009275647160279
1434.7934956392,4308.0008368193,4773.5356567,-7.314534424437631,-0.3837600954482389,2.616383775570836
992.6995634879,4274.2225133929,4918.4152255266,-7.415758361662742,-0.741615686430956,2.211027981637032
545.6461636709,4219.0927384469,5038.6509371668,-7.479802002316539,-1.095182852327139,1.795268726505802
95.8709274262,4142.9210660934,5133.6813374693,-7.506468874250033,-1.442726214159343,1.371202983033027
-354.3822206571,4046.119976693,5203.0716240651,-7.495745298464646,-1.782551496154108,0.9409538185508158
-802.8739571497,3929.2021936099,5246.5149095076,-7.447797834255454,-2.113012694345891,0.5066603072384526
-1247.3802794935,3792.7775842428,5263.8328819804,-7.362970055982589,-2.432518793379463,0.07046762230722561
